entry,名称,分组,定位,class,subclass,InventoryType,槽位,装等,白字属性,绿字归一值,绿字最终值,绿字最终随机系数,属性条数,模板原始属性总和,240归一属性总和,随机前后总属性比,插槽数量,插槽1颜色,插槽2颜色,插槽Bonus,伤害,攻速毫秒,DPS,野性攻击强度,护甲,格挡值,基准entry,基准名称,基准装等,基准class,基准subclass,基准InventoryType,预算回退方式,等价词条映射,外观entry,外观名称,displayid,外观品质,外观物品装等,外观需求等级,插槽3颜色
100072,红龙军团之胸甲,护甲,法系输出,4,3,20,胸部,240,耐力+114；智力+93,暴击等级+81；急速等级+66；法术强度+131,暴击等级+84；急速等级+70；法术强度+131,暴击等级×1.0370；急速等级×1.0606；法术强度×1.0000,5,480,485,1.0144,1,黄色,,0,,,,,1392,,45867,塑石者的胸铠,239,4,3,5,无,,34228,邪恶陆行鸟胸甲,48014,4,159,70,
100073,虚空风暴护胸,护甲,法系输出,4,3,20,胸部,240,耐力+98；智力+98,法术强度+134；急速等级+79；命中等级+78,法术强度+133；急速等级+75；命中等级+81,法术强度×0.9925；急速等级×0.9494；命中等级×1.0385,5,510,487,0.9959,2,蓝色,红色,0,,,,,1364,,48335,萨尔的凯旋胸铠,245,4,3,5,无,,34229,静谧海岸外衣,48013,4,159,70,
100074,熔火之心护胸,护甲,法系输出,4,3,20,胸部,240,耐力+98；智力+98,法术强度+134；急速等级+79；命中等级+78,法术强度+124；急速等级+75；命中等级+85,法术强度×0.9254；急速等级×0.9494；命中等级×1.0897,5,510,487,0.9856,1,红色,,0,,,,,1364,,48316,努波顿的凯旋胸铠,245,4,3,5,无,,34373,凤凰的拥抱,48913,4,159,70,
100075,霜狼酋长之战衣,护甲,法系输出,4,3,20,胸部,240,耐力+99；智力+100,法术强度+131；急速等级+77；命中等级+78,法术强度+125；急速等级+71；命中等级+82,法术强度×0.9542；急速等级×0.9221；命中等级×1.0513,5,450,485,0.9835,2,黄色,蓝色,0,,,,,1356,,48336,萨尔的征服胸铠,232,4,3,5,无,,34375,炙日鳞片胸甲,48918,4,159,70,
100076,圣殿骑士腰甲,护甲,法系输出,4,3,6,腰部,240,耐力+83；智力+68,法术强度+113；暴击等级+56；急速等级+71,法术强度+107；暴击等级+51；急速等级+74,法术强度×0.9469；暴击等级×0.9107；急速等级×1.0423,5,363,391,0.9795,1,黄色,,0,,,,,776,,45151,陨落巨龙腰带,232,4,3,6,无,,35151,护卫者的链甲束带,48671,4,159,70,
100077,赞加沼泽腰甲,护甲,法系输出,4,3,6,腰部,240,耐力+83；智力+68,法术强度+113；暴击等级+56；急速等级+71,法术强度+106；暴击等级+61；急速等级+71,法术强度×0.9381；暴击等级×1.0893；急速等级×1.0000,5,363,391,0.9949,1,蓝色,,0,,,,,776,,45151,陨落巨龙腰带,232,4,3,6,无,,35157,护卫者的鳞甲束带,48674,4,159,70,
100078,安戈洛腰带,护甲,法系输出,4,3,6,腰部,240,耐力+73；智力+72,法术强度+99；暴击等级+63；急速等级+52,法术强度+99；暴击等级+67；急速等级+50,法术强度×1.0000；暴击等级×1.0635；急速等级×0.9615,5,450,359,1.0056,2,红色,黄色,0,,,,,775,,50992,绝望腰带,264,4,3,6,无,,34542,破天裹腰,48358,4,154,70,
100079,霸主裁断扣带,护甲,法系输出,4,3,6,腰部,240,耐力+73；智力+72,法术强度+100；暴击等级+52；急速等级+66,法术强度+107；暴击等级+57；急速等级+68,法术强度×1.0700；暴击等级×1.0962；急速等级×1.0303,5,483,363,1.0386,0,,,0,,,,,778,,53488,分形腰带,271,4,3,6,无,,34549,戈隆追猎者腰带,48353,4,154,70,
100080,青铜·腿铠,护甲,法系输出,4,3,7,腿部,240,耐力+98；智力+97,法术强度+127；急速等级+77；暴击等级+75,法术强度+126；急速等级+80；暴击等级+74,法术强度×0.9921；急速等级×1.0390；暴击等级×0.9867,5,526,474,1.0021,1,黄色,,0,,,,,1198,,51019,血肉涟漪褶裙,251,4,3,7,无,,34168,逐星者护腿,47990,4,159,70,
100081,星轨之腿甲,护甲,法系输出,4,3,7,腿部,240,耐力+98；智力+98,法术强度+134；暴击等级+70；命中等级+86,法术强度+137；暴击等级+76；命中等级+90,法术强度×1.0224；暴击等级×1.0857；命中等级×1.0465,5,510,486,1.0267,1,蓝色,,0,,,,,1194,,48332,萨尔的凯旋褶裙,245,4,3,7,无,,34186,雷暴锁链护腿,47993,4,159,70,
100082,破晓之腿甲,护甲,法系输出,4,3,7,腿部,240,耐力+98；智力+98,法术强度+134；暴击等级+70；命中等级+86,法术强度+131；暴击等级+71；命中等级+94,法术强度×0.9776；暴击等级×1.0143；命中等级×1.0930,5,510,486,1.0123,0,,,0,,,,,1194,,48319,努波顿的凯旋褶裙,245,4,3,7,无,,34383,灵魂重铸褶裙,48050,4,159,70,
100083,天火腿甲,护甲,法系输出,4,3,7,腿部,240,耐力+99；智力+100,法术强度+131；暴击等级+69；命中等级+87,法术强度+138；暴击等级+66；命中等级+83,法术强度×1.0534；暴击等级×0.9565；命中等级×0.9540,5,450,486,1.0000,1,黄色,,0,,,,,1187,,48339,萨尔的征服褶裙,232,4,3,7,无,,34993,野蛮角斗士的链甲护腿,48608,4,159,70,
100084,秩序·战靴,护甲,法系输出,4,3,8,脚部,240,耐力+73；智力+73,法术强度+104；急速等级+64；暴击等级+56,法术强度+98；急速等级+67；暴击等级+52,法术强度×0.9423；急速等级×1.0469；暴击等级×0.9286,5,389,370,0.9811,1,黄色,,0,,,,,937,,47295,震地马靴,245,4,3,8,无,,35136,护卫者的链甲战靴,48672,4,159,70,
100085,青铜龙焚天足甲,护甲,法系输出,4,3,8,脚部,240,耐力+73；智力+73,法术强度+104；急速等级+64；暴击等级+56,法术强度+102；急速等级+62；暴击等级+58,法术强度×0.9808；急速等级×0.9688；暴击等级×1.0357,5,389,370,0.9946,0,,,0,,,,,937,,47090,震地长靴,245,4,3,8,无,,35142,护卫者的鳞甲战靴,48675,4,159,70,
100086,足甲·雷霆,护甲,法系输出,4,3,8,脚部,240,耐力+84；智力+69,法术强度+113；急速等级+61；暴击等级+66,法术强度+113；急速等级+63；暴击等级+72,法术强度×1.0000；急速等级×1.0328；暴击等级×1.0909,5,365,393,1.0204,0,,,0,,,,,932,,50283,泥流之靴,232,4,3,8,无,,34565,破天长靴,48370,4,154,70,
100087,青铜足甲,护甲,法系输出,4,3,8,脚部,240,耐力+73；智力+73,法术强度+104；急速等级+64；暴击等级+56,法术强度+109；急速等级+62；暴击等级+58,法术强度×1.0481；急速等级×0.9688；暴击等级×1.0357,5,389,370,1.0135,1,黄色,,0,,,,,937,,47295,震地马靴,245,4,3,8,无,,34570,戈隆追猎者长靴,48364,4,154,70,
100088,荣光臂甲,护甲,法系输出,4,3,9,腕部,240,耐力+62；智力+52,法术强度+76；暴击等级+48；急速等级+39,法术强度+70；暴击等级+46；急速等级+42,法术强度×0.9211；暴击等级×0.9583；急速等级×1.0769,5,274,277,0.9819,0,,,0,,,,,594,,45460,寒冬强风束腕,239,4,3,9,无,,34437,破天腕环,48325,4,154,70,
100089,极光·腕铠,护甲,法系输出,4,3,9,腕部,240,耐力+60；智力+54,暴击等级+43；命中等级+52；法术强度+84,暴击等级+47；命中等级+56；法术强度+90,暴击等级×1.0930；命中等级×1.0769；法术强度×1.0714,5,240,293,1.0478,1,蓝色,,0,,,,,604,,49787,风雷七晨,219,4,3,9,无,,34439,破天腕甲,48326,4,154,70,
100090,断空护腕,护甲,法系输出,4,3,9,腕部,240,耐力+62；智力+52,法术强度+76；暴击等级+48；急速等级+39,法术强度+80；暴击等级+49；急速等级+38,法术强度×1.0526；暴击等级×1.0208；急速等级×0.9744,5,274,277,1.0144,1,红色,,0,,,,,594,,45460,寒冬强风束腕,239,4,3,9,无,,34443,戈隆追猎者护腕,48315,4,154,70,
100091,奥术腕铠,护甲,法系输出,4,3,9,腕部,240,耐力+60；智力+54,暴击等级+43；命中等级+52；法术强度+84,暴击等级+42；命中等级+52；法术强度+88,暴击等级×0.9767；命中等级×1.0000；法术强度×1.0476,5,240,293,1.0102,0,,,0,,,,,604,,49787,风雷七晨,219,4,3,9,无,,35166,护卫者的链甲护腕,48670,4,154,70,
100092,符文·手甲,护甲,法系输出,4,3,10,手部,240,耐力+83；智力+72,法术强度+102；暴击等级+46；急速等级+73,法术强度+105；暴击等级+45；急速等级+72,法术强度×1.0294；暴击等级×0.9783；急速等级×0.9863,5,349,376,1.0027,0,,,0,,,,,862,,45239,符文塑造者的手套,232,4,3,10,无,,34343,萨拉斯游侠护手,48034,4,164,70,
100093,混沌断岳护手,护甲,法系输出,4,3,10,手部,240,耐力+73；智力+72,法术强度+105；暴击等级+64；命中等级+56,法术强度+101；暴击等级+62；命中等级+56,法术强度×0.9619；暴击等级×0.9688；命中等级×1.0000,5,412,370,0.9838,2,蓝色,红色,0,,,,,855,,50842,霜巫手套,251,4,3,10,无,,34374,凤凰飞羽手套,48914,4,159,70,
100094,圣殿骑士拳甲,护甲,法系输出,4,3,10,手部,240,耐力+73；智力+73,法术强度+104；急速等级+57；命中等级+64,法术强度+108；急速等级+62；命中等级+68,法术强度×1.0385；急速等级×1.0877；命中等级×1.0625,5,389,371,1.0350,1,红色,,0,,,,,853,,48334,萨尔的凯旋手套,245,4,3,10,无,,34376,炙日鳞片手套,48919,4,159,70,
100095,手套·苍穹,护甲,法系输出,4,3,10,手部,240,耐力+73；智力+73,法术强度+104；急速等级+57；命中等级+64,法术强度+110；急速等级+60；命中等级+63,法术强度×1.0577；急速等级×1.0526；命中等级×0.9844,5,389,371,1.0216,2,黄色,蓝色,0,,,,,853,,48317,努波顿的凯旋手套,245,4,3,10,无,,34409,上古霜狼护手,48060,4,159,70,
100096,梦境镇海战盔,护甲,法系输出,4,4,1,头部,240,智力+84；耐力+92,急速等级+83；暴击等级+66；法术强度+144,急速等级+83；暴击等级+60；法术强度+150,急速等级×1.0000；暴击等级×0.9091；法术强度×1.0417,5,490,469,1.0000,3,混沌,红色,0,,,,,1980,,49476,审判法冠,245,4,4,1,无,,42549,装甲泰坦神铁护目镜,43886,4,200,72,黄色
100097,赞加沼泽面罩,护甲,法系输出,4,4,1,头部,240,耐力+98；智力+98,法术强度+125；暴击等级+70；急速等级+79,法术强度+128；暴击等级+67；急速等级+79,法术强度×1.0240；暴击等级×0.9571；急速等级×1.0000,5,493,470,1.0000,3,混沌,红色,0,,,,,1980,,48592,莉亚德琳的凯旋头饰,245,4,4,1,无,,44949,牢固治疗增幅器,45782,4,200,72,黄色
100098,面甲·永夜,护甲,法系输出,4,4,1,头部,240,耐力+98；智力+98,法术强度+125；暴击等级+70；急速等级+79,法术强度+131；暴击等级+76；急速等级+86,法术强度×1.0480；暴击等级×1.0857；急速等级×1.0886,5,493,470,1.0404,3,混沌,红色,0,,,,,1980,,48577,图拉扬的凯旋头饰,245,4,4,1,无,,34243,燃烧的正义,48022,4,164,70,红色
100099,黑翼之巢之战盔,护甲,法系输出,4,4,1,头部,240,智力+84；耐力+89,急速等级+81；暴击等级+65；法术强度+141,急速等级+74；暴击等级+66；法术强度+138,急速等级×0.9136；暴击等级×1.0154；法术强度×0.9787,5,428,460,0.9804,2,混沌,黄色,0,,,,,1970,,49323,审判圣盔,232,4,4,1,无,,34345,安纳斯特里亚的王冠,48033,4,164,70,
100100,肩胄·咒纹,护甲,法系输出,4,4,3,肩部,240,耐力+73；智力+73,法术强度+104；暴击等级+64；急速等级+57,法术强度+97；暴击等级+64；急速等级+52,法术强度×0.9327；暴击等级×1.0000；急速等级×0.9123,5,389,371,0.9677,1,黄色,,0,,,,,1827,,48590,莉亚德琳的凯旋护肩,245,4,4,3,无,,34192,坚定肩铠,50016,4,159,70,
100101,缚霜者镇海肩卫,护甲,法系输出,4,4,3,肩部,240,耐力+73；智力+73,法术强度+104；暴击等级+64；急速等级+57,法术强度+109；暴击等级+59；急速等级+53,法术强度×1.0481；暴击等级×0.9219；急速等级×0.9298,5,389,371,0.9892,1,蓝色,,0,,,,,1827,,48579,图拉扬的凯旋护肩,245,4,4,3,无,,34193,萨拉斯救世主护肩,50017,4,159,70,
100102,秘法肩铠,护甲,法系输出,4,4,3,肩部,240,耐力+73；智力+73,法术强度+104；暴击等级+56；急速等级+64,法术强度+98；暴击等级+51；急速等级+67,法术强度×0.9423；暴击等级×0.9107；急速等级×1.0469,5,389,370,0.9784,0,,,0,,,,,1827,,47702,骑兵护肩,245,4,4,3,无,,34388,狂暴肩铠,50015,4,159,70,
100103,涅槃·肩胄,护甲,法系输出,4,4,3,肩部,240,耐力+73；智力+73,法术强度+104；暴击等级+56；急速等级+64,法术强度+102；暴击等级+55；急速等级+61,法术强度×0.9808；暴击等级×0.9821；急速等级×0.9531,5,389,370,0.9838,0,,,0,,,,,1827,,47701,骑兵肩铠,245,4,4,3,无,,35031,野蛮角斗士的板层甲护肩,50003,4,159,70,
100104,净世胸甲,护甲,法系输出,4,4,5,胸部,240,耐力+112；智力+93,法术强度+132；暴击等级+77；急速等级+58,法术强度+138；暴击等级+80；急速等级+59,法术强度×1.0455；暴击等级×1.0390；急速等级×1.0172,5,468,472,1.0212,1,黄色,,0,,,,,2427,,45445,虔诚者胸铠,239,4,4,5,无,,34215,鲁莽怒火战甲,48015,4,159,70,
100105,嚎风峡湾天火战衣,护甲,法系输出,4,4,5,胸部,240,耐力+98；智力+98,法术强度+134；急速等级+86；暴击等级+70,法术强度+143；急速等级+94；暴击等级+64,法术强度×1.0672；急速等级×1.0930；暴击等级×0.9143,5,510,486,1.0226,0,,,0,,,,,2437,,47310,冰湖胸甲,245,4,4,5,无,,34216,英勇仲裁者胸甲,48016,4,159,70,
100106,胸铠·凛冽,护甲,法系输出,4,4,5,胸部,240,耐力+98；智力+98,法术强度+134；急速等级+86；暴击等级+70,法术强度+144；急速等级+84；暴击等级+68,法术强度×1.0746；急速等级×0.9767；暴击等级×0.9714,5,510,486,1.0123,1,红色,,0,,,,,2437,,47142,冰湖护胸,245,4,4,5,无,,34377,硬化氪金战甲,48927,4,159,70,
100107,星海·战衣,护甲,法系输出,4,4,5,胸部,240,耐力+99；智力+100,法术强度+141；暴击等级+78；急速等级+86,法术强度+135；暴击等级+81；急速等级+85,法术强度×0.9574；暴击等级×1.0385；急速等级×0.9884,5,468,504,0.9921,1,黄色,,0,,,,,2425,,50294,谋反胸甲,232,4,4,5,无,,34379,圣日胸甲,48928,4,159,70,
100108,风暴之腰甲,护甲,法系输出,4,4,6,腰部,240,耐力+77；智力+69,法术强度+104；急速等级+74；暴击等级+43,法术强度+105；急速等级+68；暴击等级+46,法术强度×1.0096；急速等级×0.9189；暴击等级×1.0698,5,385,367,0.9946,0,,,0,,,,,1371,,47997,冻土束带,245,4,4,6,无,,35155,护卫者的板层甲腰带,48660,4,159,70,
100109,余烬·扣带,护甲,法系输出,4,4,6,腰部,240,耐力+77；智力+69,法术强度+104；急速等级+74；暴击等级+43,法术强度+100；急速等级+68；暴击等级+45,法术强度×0.9615；急速等级×0.9189；暴击等级×1.0465,5,385,367,0.9782,0,,,0,,,,,1371,,47924,冰冻疆土腰带,245,4,4,6,无,,35161,护卫者的板甲腰带,48661,4,159,70,
100110,黑锋骑士御风战带,护甲,法系输出,4,4,6,腰部,240,耐力+78；智力+72,法术强度+113；急速等级+73；暴击等级+49,法术强度+103；急速等级+73；暴击等级+45,法术强度×0.9115；急速等级×1.0000；暴击等级×0.9184,5,356,385,0.9636,0,,,0,,,,,1363,,47858,冻土束带,232,4,4,6,无,,34485,光明使者护腰,48355,4,154,70,
100111,奥义扣带,护甲,法系输出,4,4,6,腰部,240,耐力+78；智力+72,法术强度+113；急速等级+73；暴击等级+49,法术强度+108；急速等级+66；暴击等级+48,法术强度×0.9558；急速等级×0.9041；暴击等级×0.9796,5,356,385,0.9662,1,黄色,,0,,,,,1363,,47615,冻土腰带,232,4,4,6,无,,34546,冲锋腰带,48360,4,154,70,
100112,石爪山腿甲,护甲,法系输出,4,4,7,腿部,240,耐力+98；智力+98,法术强度+134；暴击等级+76；急速等级+81,法术强度+138；暴击等级+80；急速等级+87,法术强度×1.0299；暴击等级×1.0526；急速等级×1.0741,5,510,487,1.0287,1,黄色,,0,,,,,2133,,47279,陨落圣光护腿,245,4,4,7,无,,34167,神圣信仰腿铠,47988,4,159,70,
100113,卡拉赞之护腿,护甲,法系输出,4,4,7,腿部,240,耐力+98；智力+98,法术强度+134；暴击等级+76；急速等级+81,法术强度+134；暴击等级+73；急速等级+87,法术强度×1.0000；暴击等级×0.9605；急速等级×1.0741,5,510,487,1.0062,1,蓝色,,0,,,,,2133,,47057,陨落圣光腿铠,245,4,4,7,无,,34180,魔怒腿铠,47991,4,159,70,
100114,奥术之护腿,护甲,法系输出,4,4,7,腿部,240,耐力+98；智力+97,法术强度+127；暴击等级+73；急速等级+79,法术强度+121；暴击等级+72；急速等级+74,法术强度×0.9528；暴击等级×0.9863；急速等级×0.9367,5,526,474,0.9747,0,,,0,,,,,2141,,50775,蚀银腿甲,251,4,4,7,无,,34381,魔能力量腿铠,48043,4,159,70,
100115,涅槃镇岳腿甲,护甲,法系输出,4,4,7,腿部,240,耐力+98；智力+98,法术强度+134；暴击等级+76；急速等级+81,法术强度+140；暴击等级+81；急速等级+77,法术强度×1.0448；暴击等级×1.0658；急速等级×0.9506,5,510,487,1.0144,2,黄色,蓝色,0,,,,,2133,,47279,陨落圣光护腿,245,4,4,7,无,,34382,仲裁者护腿,48045,4,159,70,
100116,青铜镇岳足铠,护甲,法系输出,4,4,8,脚部,240,耐力+73；智力+73,法术强度+104；暴击等级+56；急速等级+64,法术强度+102；暴击等级+54；急速等级+59,法术强度×0.9808；暴击等级×0.9643；急速等级×0.9219,5,389,370,0.9757,1,黄色,,0,,,,,1676,,47263,英勇战靴,245,4,4,8,无,,35140,护卫者的板层甲护胫,48663,4,159,70,
100117,地狱火半岛之战靴,护甲,法系输出,4,4,8,脚部,240,耐力+73；智力+73,法术强度+104；暴击等级+56；急速等级+64,法术强度+100；暴击等级+51；急速等级+68,法术强度×0.9615；暴击等级×0.9107；急速等级×1.0625,5,389,370,0.9865,1,蓝色,,0,,,,,1676,,46985,英勇长靴,245,4,4,8,无,,35146,护卫者的板甲护胫,48669,4,159,70,
100118,黑锋骑士断空战靴,护甲,法系输出,4,4,8,脚部,240,耐力+73；智力+73,法术强度+104；暴击等级+56；急速等级+64,法术强度+112；暴击等级+57；急速等级+67,法术强度×1.0769；暴击等级×1.0179；急速等级×1.0469,5,389,370,1.0324,0,,,0,,,,,1676,,47263,英勇战靴,245,4,4,8,无,,34559,光明使者轻靴,48366,4,154,70,
100119,蓝龙军团之战靴,护甲,法系输出,4,4,8,脚部,240,耐力+73；智力+73,法术强度+104；暴击等级+56；急速等级+64,法术强度+106；暴击等级+59；急速等级+58,法术强度×1.0192；暴击等级×1.0536；急速等级×0.9062,5,389,370,0.9973,1,黄色,,0,,,,,1676,,46985,英勇长靴,245,4,4,8,无,,34568,冲锋战靴,48372,4,154,70,
100120,纳格兰腕铠,护甲,法系输出,4,4,9,腕部,240,耐力+62；智力+53,暴击等级+49；急速等级+48；法术强度+84,暴击等级+45；急速等级+45；法术强度+83,暴击等级×0.9184；急速等级×0.9375；法术强度×0.9881,5,244,296,0.9730,1,黄色,,0,,,,,1080,,49797,无星之夜护腕,219,4,4,9,无,,34431,光明使者腕环,48313,4,154,70,
