entry,名称,分组,定位,class,subclass,InventoryType,槽位,装等,白字属性,绿字理论归一值,触发属性预算系数,绿字触发附加前归一值,绿字最终值,绿字最终随机系数,属性条数,插槽数量,插槽1颜色,插槽2颜色,插槽Bonus,伤害,攻速毫秒,DPS,护甲,格挡值,触发法术ID,触发方式,触发效果类别,效果来源装等,效果来源物品ID,效果来源物品,基准entry,基准名称,基准装等,基准class,基准subclass,基准InventoryType,预算回退方式,等价词条映射,外观entry,外观名称,displayid,外观品质,外观物品装等,外观需求等级,插槽3颜色
103007,星界旅者回响护手,护甲,法系输出,4,2,10,手部,280,耐力+107；智力+107,法术强度+142；暴击等级+85；急速等级+84,1.00（触发效果额外，不扣属性预算）,法术强度+142；暴击等级+85；急速等级+84,法术强度+153；暴击等级+83；急速等级+90,法术强度×1.0775；暴击等级×0.9765；急速等级×1.0714,5,1,黄色,,0,,,,436,,,,,,,,54560,变形手套,271,4,2,10,无,,34234,暗影爆发护手,48018,4,159,70,
103008,寒星·战拳,护甲,法系输出,4,2,10,手部,280,耐力+106；智力+106,法术强度+154；暴击等级+93；命中等级+84,1.00（触发效果额外，不扣属性预算）,法术强度+154；暴击等级+93；命中等级+84,法术强度+145；暴击等级+85；命中等级+86,法术强度×0.9416；暴击等级×0.9140；命中等级×1.0238,5,1,蓝色,,0,,,,438,,,,,,,,51291,神圣树纹手套,277,4,2,10,无,,34372,骄阳之皮革护手,48917,4,159,70,
103009,黎明圣所的天穹,护甲,法系输出,4,2,10,手部,280,耐力+106；智力+106；精神+93,法术强度+154；急速等级+84,1.00（触发效果额外，不扣属性预算）,法术强度+154；急速等级+84,法术强度+139；急速等级+79,法术强度×0.9026；急速等级×0.9405,5,2,红色,黄色,0,,,,438,,,,,,,,51301,神圣树纹护手,277,4,2,10,无,,34408,森林流浪者手套,48059,4,159,70,
103010,霜裔的裹手,护甲,法系输出,4,2,10,手部,280,耐力+106；智力+106,法术强度+154；暴击等级+93；命中等级+84,1.00（触发效果额外，不扣属性预算）,法术强度+154；暴击等级+93；命中等级+84,法术强度+153；暴击等级+88；命中等级+90,法术强度×0.9935；暴击等级×0.9462；命中等级×1.0714,5,1,黄色,,0,,,,438,,,,,,,,51291,神圣树纹手套,277,4,2,10,无,,34998,野蛮角斗士的龙皮手套,49966,4,159,70,
103011,黎明圣所之兜帽,护甲,法系输出,4,3,1,头部,280,耐力+143；智力+143,法术强度+190；暴击等级+117；急速等级+109,1.00（触发效果额外，不扣属性预算）,法术强度+190；暴击等级+117；急速等级+109,法术强度+199；暴击等级+125；急速等级+113,法术强度×1.0474；暴击等级×1.0684；急速等级×1.0367,5,2,混沌,红色,0,,,,1264,,,,,,,,51247,神圣霜巫头饰,277,4,3,1,无,,42551,真视冰雪眼罩,53564,4,200,72,
103012,银色北伐军的远古誓言,护甲,法系输出,4,3,1,头部,280,智力+90；耐力+149,法术强度+191；暴击等级+132；命中等级+123,1.00（触发效果额外，不扣属性预算）,法术强度+191；暴击等级+132；命中等级+123,法术强度+183；暴击等级+143；命中等级+123,法术强度×0.9581；暴击等级×1.0833；命中等级×1.0000,5,3,混沌,蓝色,0,,,,1244,,,,,,,,49468,无尽风暴头盔,245,4,3,1,无,,34332,古尔丹的兜帽,48025,4,164,70,蓝色
103013,时流破界头饰,护甲,法系输出,4,3,1,头部,280,耐力+143；智力+143,法术强度+190；暴击等级+117；急速等级+109,1.00（触发效果额外，不扣属性预算）,法术强度+190；暴击等级+117；急速等级+109,法术强度+184；暴击等级+112；急速等级+102,法术强度×0.9684；暴击等级×0.9573；急速等级×0.9358,5,2,混沌,黄色,0,,,,1264,,,,,,,,51237,神圣霜巫头盔,277,4,3,1,无,,34333,奥蕾莉亚的头盔,48024,4,164,70,
103014,冬拥湖的惊雷,护甲,法系输出,4,3,1,头部,280,智力+90；耐力+149,法术强度+191；暴击等级+132；命中等级+123,1.00（触发效果额外，不扣属性预算）,法术强度+191；暴击等级+132；命中等级+123,法术强度+208；暴击等级+143；命中等级+134,法术强度×1.0890；暴击等级×1.0833；命中等级×1.0894,5,3,混沌,黄色,0,,,,1244,,,,,,,,49468,无尽风暴头盔,245,4,3,1,无,,34355,闪电蚀刻护目镜,45778,4,159,70,红色
103015,群星之庭之衬肩,护甲,法系输出,4,3,3,肩部,280,耐力+106；智力+106,法术强度+154；暴击等级+93；急速等级+84,1.00（触发效果额外，不扣属性预算）,法术强度+154；暴击等级+93；急速等级+84,法术强度+158；暴击等级+97；急速等级+76,法术强度×1.0260；暴击等级×1.0430；急速等级×0.9048,5,1,黄色,,0,,,,1167,,,,,,,,51245,神圣霜巫护肩,277,4,3,3,无,,34194,金色森林护肩,47998,4,159,70,
103016,霜裔洞察肩饰,护甲,法系输出,4,3,3,肩部,280,耐力+106；智力+106,法术强度+154；暴击等级+93；急速等级+84,1.00（触发效果额外，不扣属性预算）,法术强度+154；暴击等级+93；急速等级+84,法术强度+152；暴击等级+98；急速等级+77,法术强度×0.9870；暴击等级×1.0538；急速等级×0.9167,5,1,蓝色,,0,,,,1167,,,,,,,,51235,神圣霜巫肩垫,277,4,3,3,无,,34208,均衡肩饰,48004,4,159,70,
103017,灵辉肩卫,护甲,法系输出,4,3,3,肩部,280,耐力+106；智力+106,法术强度+144；暴击等级+93；急速等级+76,1.00（触发效果额外，不扣属性预算）,法术强度+144；暴击等级+93；急速等级+76,法术强度+149；暴击等级+88；急速等级+73,法术强度×1.0347；暴击等级×0.9462；急速等级×0.9605,5,0,,,0,,,,1167,,,,,,,,50698,恐怖血肉肩胄,277,4,3,3,无,,34994,野蛮角斗士的链甲护肩,48609,4,159,70,
103018,星界肩胄,护甲,法系输出,4,3,3,肩部,280,耐力+106；智力+106,法术强度+154；暴击等级+93；急速等级+84,1.00（触发效果额外，不扣属性预算）,法术强度+154；暴击等级+93；急速等级+84,法术强度+140；暴击等级+95；急速等级+85,法术强度×0.9091；暴击等级×1.0215；急速等级×1.0119,5,1,黄色,,0,,,,1167,,,,,,,,51245,神圣霜巫护肩,277,4,3,3,无,,35046,野蛮角斗士的鳞甲护肩,48616,4,159,70,
103019,寒星法衣,护甲,法系输出,4,3,20,胸部,280,耐力+143；智力+143,法术强度+200；暴击等级+126；急速等级+109,1.00（触发效果额外，不扣属性预算）,法术强度+200；暴击等级+126；急速等级+109,法术强度+207；暴击等级+134；急速等级+119,法术强度×1.0350；暴击等级×1.0635；急速等级×1.0917,5,1,黄色,,0,,,,1555,,,,,,,,51249,神圣霜巫外套,277,4,3,5,无,,34228,邪恶陆行鸟胸甲,48014,4,159,70,
103020,灰熊丘陵的失落荣光,护甲,法系输出,4,3,20,胸部,280,耐力+143；智力+143,法术强度+200；暴击等级+126；急速等级+109,1.00（触发效果额外，不扣属性预算）,法术强度+200；暴击等级+126；急速等级+109,法术强度+207；暴击等级+133；急速等级+99,法术强度×1.0350；暴击等级×1.0556；急速等级×0.9083,5,0,,,0,,,,1555,,,,,,,,51239,神圣霜巫锁甲,277,4,3,5,无,,34229,静谧海岸外衣,48013,4,159,70,
103021,永夜之无声裁决,护甲,法系输出,4,3,20,胸部,280,耐力+143；智力+145,法术强度+193；急速等级+113；命中等级+117,1.00（触发效果额外，不扣属性预算）,法术强度+193；急速等级+113；命中等级+117,法术强度+177；急速等级+124；命中等级+121,法术强度×0.9171；急速等级×1.0973；命中等级×1.0342,5,0,,,0,,,,1543,,,,,,,,48326,萨尔的凯旋胸铠,258,4,3,5,无,,34373,凤凰的拥抱,48913,4,159,70,
103022,星界旅者的外衣,护甲,法系输出,4,3,20,胸部,280,耐力+143；智力+145,法术强度+193；急速等级+113；命中等级+117,1.00（触发效果额外，不扣属性预算）,法术强度+193；急速等级+113；命中等级+117,法术强度+190；急速等级+120；命中等级+114,法术强度×0.9845；急速等级×1.0619；命中等级×0.9744,5,0,,,0,,,,1543,,,,,,,,48325,努波顿的凯旋胸铠,258,4,3,5,无,,34375,炙日鳞片胸甲,48918,4,159,70,
103023,秘法裁断战带,护甲,法系输出,4,3,6,腰部,280,耐力+107；智力+107,法术强度+142；暴击等级+76；急速等级+93,1.00（触发效果额外，不扣属性预算）,法术强度+142；暴击等级+76；急速等级+93,法术强度+155；暴击等级+76；急速等级+88,法术强度×1.0915；暴击等级×1.0000；急速等级×0.9462,5,1,黄色,,0,,,,874,,,,,,,,53488,分形腰带,271,4,3,6,无,,35151,护卫者的链甲束带,48671,4,159,70,
103024,蓝龙军团奥术腰链,护甲,法系输出,4,3,6,腰部,280,耐力+107；智力+108,法术强度+140；暴击等级+93；急速等级+73,1.00（触发效果额外，不扣属性预算）,法术强度+140；暴击等级+93；急速等级+73,法术强度+139；暴击等级+98；急速等级+76,法术强度×0.9929；暴击等级×1.0538；急速等级×1.0411,5,0,,,0,,,,870,,,,,,,,50992,绝望腰带,264,4,3,6,无,,35157,护卫者的鳞甲束带,48674,4,159,70,
103025,霜脉矮人的凛冬余威,护甲,法系输出,4,3,6,腰部,280,耐力+107；智力+107,法术强度+142；暴击等级+76；急速等级+93,1.00（触发效果额外，不扣属性预算）,法术强度+142；暴击等级+76；急速等级+93,法术强度+135；暴击等级+70；急速等级+88,法术强度×0.9507；暴击等级×0.9211；急速等级×0.9462,5,0,,,0,,,,874,,,,,,,,53488,分形腰带,271,4,3,6,无,,34542,破天裹腰,48358,4,154,70,
103026,屠龙者洞察腰带,护甲,法系输出,4,3,6,腰部,280,耐力+107；智力+108,法术强度+140；暴击等级+93；急速等级+73,1.00（触发效果额外，不扣属性预算）,法术强度+140；暴击等级+93；急速等级+73,法术强度+142；暴击等级+91；急速等级+69,法术强度×1.0143；暴击等级×0.9785；急速等级×0.9452,5,1,黄色,,0,,,,870,,,,,,,,50992,绝望腰带,264,4,3,6,无,,34549,戈隆追猎者腰带,48353,4,154,70,
103027,暮光审判官之苍穹,护甲,法系输出,4,3,7,腿部,280,耐力+143；智力+145,法术强度+186；急速等级+110；暴击等级+112,1.00（触发效果额外，不扣属性预算）,法术强度+186；急速等级+110；暴击等级+112,法术强度+172；急速等级+114；暴击等级+110,法术强度×0.9247；急速等级×1.0364；暴击等级×0.9821,5,1,黄色,,0,,,,1354,,,,,,,,51860,血肉涟漪褶裙,264,4,3,7,无,,34168,逐星者护腿,47990,4,159,70,
103028,永夜之烈日,护甲,法系输出,4,3,7,腿部,280,耐力+143；智力+143,法术强度+200；暴击等级+126；命中等级+109,1.00（触发效果额外，不扣属性预算）,法术强度+200；暴击等级+126；命中等级+109,法术强度+187；暴击等级+115；命中等级+103,法术强度×0.9350；暴击等级×0.9127；命中等级×0.9450,5,0,,,0,,,,1361,,,,,,,,51236,神圣霜巫褶裙,277,4,3,7,无,,34186,雷暴锁链护腿,47993,4,159,70,
103029,烈日护胫,护甲,法系输出,4,3,7,腿部,280,耐力+143；智力+143,法术强度+200；暴击等级+126；命中等级+109,1.00（触发效果额外，不扣属性预算）,法术强度+200；暴击等级+126；命中等级+109,法术强度+192；暴击等级+132；命中等级+105,法术强度×0.9600；暴击等级×1.0476；命中等级×0.9633,5,2,红色,黄色,0,,,,1361,,,,,,,,51236,神圣霜巫褶裙,277,4,3,7,无,,34383,灵魂重铸褶裙,48050,4,159,70,
103030,永夜之霜火,护甲,法系输出,4,3,7,腿部,280,耐力+143；智力+145,法术强度+196；暴击等级+126；命中等级+108,1.00（触发效果额外，不扣属性预算）,法术强度+196；暴击等级+126；命中等级+108,法术强度+183；暴击等级+124；命中等级+115,法术强度×0.9337；暴击等级×0.9841；命中等级×1.0648,5,2,黄色,蓝色,0,,,,1354,,,,,,,,51203,神圣霜巫褶裙,264,4,3,7,无,,34993,野蛮角斗士的链甲护腿,48608,4,159,70,
103031,失落神殿之护足,护甲,法系输出,4,3,8,脚部,280,耐力+107；智力+107,法术强度+142；暴击等级+94；急速等级+75,1.00（触发效果额外，不扣属性预算）,法术强度+142；暴击等级+94；急速等级+75,法术强度+129；暴击等级+101；急速等级+75,法术强度×0.9085；暴击等级×1.0745；急速等级×1.0000,5,1,黄色,,0,,,,1068,,,,,,,,54558,分生长靴,271,4,3,8,无,,35136,护卫者的链甲战靴,48672,4,159,70,
103032,逐日者镇压战靴,护甲,法系输出,4,3,8,脚部,280,耐力+107；智力+108,法术强度+140；暴击等级+75；急速等级+91,1.00（触发效果额外，不扣属性预算）,法术强度+140；暴击等级+75；急速等级+91,法术强度+152；暴击等级+80；急速等级+96,法术强度×1.0857；暴击等级×1.0667；急速等级×1.0549,5,0,,,0,,,,1064,,,,,,,,49896,地魂之靴,264,4,3,8,无,,35142,护卫者的鳞甲战靴,48675,4,159,70,
103033,风暴领主裁断便鞋,护甲,法系输出,4,3,8,脚部,280,耐力+107；智力+107,法术强度+142；暴击等级+94；急速等级+75,1.00（触发效果额外，不扣属性预算）,法术强度+142；暴击等级+94；急速等级+75,法术强度+139；暴击等级+97；急速等级+74,法术强度×0.9789；暴击等级×1.0319；急速等级×0.9867,5,2,红色,黄色,0,,,,1068,,,,,,,,54558,分生长靴,271,4,3,8,无,,34565,破天长靴,48370,4,154,70,
103034,银色北伐军的风暴前夜,护甲,法系输出,4,3,8,脚部,280,耐力+106；智力+107,法术强度+138；暴击等级+94；急速等级+72,1.00（触发效果额外，不扣属性预算）,法术强度+138；暴击等级+94；急速等级+72,法术强度+133；暴击等级+94；急速等级+73,法术强度×0.9638；暴击等级×1.0000；急速等级×1.0139,5,1,黄色,,0,,,,1061,,,,,,,,53119,分生长靴,258,4,3,8,无,,34570,戈隆追猎者长靴,48364,4,154,70,
103035,暮星洞察腕甲,护甲,法系输出,4,3,9,腕部,280,耐力+80；智力+80,法术强度+113；暴击等级+62；急速等级+70,1.00（触发效果额外，不扣属性预算）,法术强度+113；暴击等级+62；急速等级+70,法术强度+109；暴击等级+57；急速等级+65,法术强度×0.9646；暴击等级×0.9194；急速等级×0.9286,5,2,黄色,蓝色,0,,,,681,,,,,,,,50687,鲜血之离护腕,277,4,3,9,无,,34437,破天腕环,48325,4,154,70,
103036,腕轮·无声裁决,护甲,法系输出,4,3,9,腕部,280,耐力+80；智力+80,法术强度+113；暴击等级+62；急速等级+70,1.00（触发效果额外，不扣属性预算）,法术强度+113；暴击等级+62；急速等级+70,法术强度+119；暴击等级+59；急速等级+76,法术强度×1.0531；暴击等级×0.9516；急速等级×1.0857,5,0,,,0,,,,681,,,,,,,,50687,鲜血之离护腕,277,4,3,9,无,,34439,破天腕甲,48326,4,154,70,
103037,深空之长夜,护甲,法系输出,4,3,9,腕部,280,耐力+80；智力+81,法术强度+111；暴击等级+61；急速等级+69,1.00（触发效果额外，不扣属性预算）,法术强度+111；暴击等级+61；急速等级+69,法术强度+117；暴击等级+64；急速等级+68,法术强度×1.0541；暴击等级×1.0492；急速等级×0.9855,5,0,,,0,,,,677,,,,,,,,50030,血裂护腕,264,4,3,9,无,,34443,戈隆追猎者护腕,48315,4,154,70,
103038,幻光腕轮,护甲,法系输出,4,3,9,腕部,280,耐力+87；智力+82,暴击等级+63；命中等级+77；法术强度+119,1.00（触发效果额外，不扣属性预算）,暴击等级+63；命中等级+77；法术强度+119,暴击等级+58；命中等级+84；法术强度+116,暴击等级×0.9206；命中等级×1.0909；法术强度×0.9748,5,2,黄色,蓝色,0,,,,678,,,,,,,,49787,风雷七晨,219,4,3,9,无,,35166,护卫者的链甲护腕,48670,4,154,70,
103039,星界护手,护甲,法系输出,4,3,10,手部,280,耐力+107；智力+108,急速等级+66；暴击等级+98；法术强度+140,1.00（触发效果额外，不扣属性预算）,急速等级+66；暴击等级+98；法术强度+140,急速等级+66；暴击等级+98；法术强度+144,急速等级×1.0000；暴击等级×1.0000；法术强度×1.0286,5,1,黄色,,0,,,,967,,,,,,,,51827,风暴使者手套,264,4,3,10,无,,34343,萨拉斯游侠护手,48034,4,164,70,
103040,时流手甲,护甲,法系输出,4,3,10,手部,280,耐力+106；智力+106,法术强度+154；暴击等级+93；命中等级+84,1.00（触发效果额外，不扣属性预算）,法术强度+154；暴击等级+93；命中等级+84,法术强度+151；暴击等级+87；命中等级+83,法术强度×0.9805；暴击等级×0.9355；命中等级×0.9881,5,2,蓝色,红色,0,,,,972,,,,,,,,51238,神圣霜巫手套,277,4,3,10,无,,34374,凤凰飞羽手套,48914,4,159,70,
103041,幻光护手,护甲,法系输出,4,3,10,手部,280,耐力+106；智力+107,法术强度+150；急速等级+82；命中等级+95,1.00（触发效果额外，不扣属性预算）,法术强度+150；急速等级+82；命中等级+95,法术强度+149；急速等级+88；命中等级+90,法术强度×0.9933；急速等级×1.0732；命中等级×0.9474,5,1,红色,,0,,,,965,,,,,,,,48327,萨尔的凯旋手套,258,4,3,10,无,,34376,炙日鳞片手套,48919,4,159,70,
103042,臂铠·幽影,护甲,法系输出,4,3,10,手部,280,耐力+106；智力+106,法术强度+154；暴击等级+93；命中等级+84,1.00（触发效果额外，不扣属性预算）,法术强度+154；暴击等级+93；命中等级+84,法术强度+165；暴击等级+95；命中等级+80,法术强度×1.0714；暴击等级×1.0215；命中等级×0.9524,5,0,,,0,,,,972,,,,,,,,51238,神圣霜巫手套,277,4,3,10,无,,34409,上古霜狼护手,48060,4,159,70,
103043,永夜凝视战盔,护甲,法系输出,4,4,1,头部,280,耐力+143；智力+143,法术强度+191；暴击等级+117；急速等级+109,1.00（触发效果额外，不扣属性预算）,法术强度+191；暴击等级+117；急速等级+109,法术强度+208；暴击等级+118；急速等级+102,法术强度×1.0890；暴击等级×1.0085；急速等级×0.9358,5,3,混沌,黄色,0,,,,2259,,,,,,,,51272,神圣光誓头冠,277,4,4,1,无,,42549,装甲泰坦神铁护目镜,43886,4,200,72,蓝色
