entry,名称,分组,定位,class,subclass,InventoryType,槽位,装等,白字属性,绿字归一值,绿字最终值,绿字最终随机系数,属性条数,模板原始属性总和,260归一属性总和,随机前后总属性比,插槽数量,插槽1颜色,插槽2颜色,插槽Bonus,伤害,攻速毫秒,DPS,护甲,格挡值,基准entry,基准名称,基准装等,基准class,基准subclass,基准InventoryType,预算回退方式,等价词条映射,外观entry,外观名称,displayid,外观品质,外观物品装等,外观需求等级,插槽3颜色
101242,秩序·战衣,护甲,法系输出,4,3,20,胸部,260,耐力+118；智力+118,法术强度+163；急速等级+96；暴击等级+96,法术强度+164；急速等级+87；暴击等级+101,法术强度×1.0061；急速等级×0.9062；暴击等级×1.0521,5,580,591,0.9949,1,黄色,,0,,,,1456,,48305,萨尔的凯旋外套,258,4,3,5,无,,34228,邪恶陆行鸟胸甲,48014,4,159,70,
101243,冬拥湖护胸,护甲,法系输出,4,3,20,胸部,260,耐力+118；智力+118,法术强度+163；急速等级+96；命中等级+96,法术强度+149；急速等级+94；命中等级+99,法术强度×0.9141；急速等级×0.9792；命中等级×1.0312,5,580,591,0.9780,1,蓝色,,0,,,,1456,,48326,萨尔的凯旋胸铠,258,4,3,5,无,,34229,静谧海岸外衣,48013,4,159,70,
101244,游侠将军之胸甲,护甲,法系输出,4,3,20,胸部,260,耐力+118；智力+118,法术强度+163；急速等级+96；命中等级+96,法术强度+173；急速等级+101；命中等级+91,法术强度×1.0613；急速等级×1.0521；命中等级×0.9479,5,580,591,1.0169,1,红色,,0,,,,1456,,48325,努波顿的凯旋胸铠,258,4,3,5,无,,34373,凤凰的拥抱,48913,4,159,70,
101245,血精灵魔导师之护胸,护甲,法系输出,4,3,20,胸部,260,耐力+118；智力+118,法术强度+163；急速等级+96；命中等级+96,法术强度+150；急速等级+97；命中等级+101,法术强度×0.9202；急速等级×1.0104；命中等级×1.0521,5,580,591,0.9882,0,,,0,,,,1456,,48326,萨尔的凯旋胸铠,258,4,3,5,无,,34375,炙日鳞片胸甲,48918,4,159,70,
101246,灰烬之扣带,护甲,法系输出,4,3,6,腰部,260,耐力+89；智力+88,法术强度+118；暴击等级+77；急速等级+62,法术强度+128；暴击等级+78；急速等级+63,法术强度×1.0847；暴击等级×1.0130；急速等级×1.0161,5,450,434,1.0276,0,,,0,,,,821,,50992,绝望腰带,264,4,3,6,无,,35151,护卫者的链甲束带,48671,4,159,70,
101247,蚀日·腰带,护甲,法系输出,4,3,6,腰部,260,耐力+88；智力+88,法术强度+119；暴击等级+63；急速等级+78,法术强度+112；暴击等级+63；急速等级+72,法术强度×0.9412；暴击等级×1.0000；急速等级×0.9231,5,483,436,0.9702,1,蓝色,,0,,,,824,,53488,分形腰带,271,4,3,6,无,,35157,护卫者的鳞甲束带,48674,4,159,70,
101248,诅咒之地之扣带,护甲,法系输出,4,3,6,腰部,260,耐力+89；智力+88,法术强度+118；暴击等级+77；急速等级+62,法术强度+117；暴击等级+84；急速等级+66,法术强度×0.9915；暴击等级×1.0909；急速等级×1.0645,5,450,434,1.0230,1,红色,,0,,,,821,,50992,绝望腰带,264,4,3,6,无,,34542,破天裹腰,48358,4,154,70,
101249,晨星腰甲,护甲,法系输出,4,3,6,腰部,260,耐力+88；智力+88,法术强度+119；暴击等级+63；急速等级+78,法术强度+112；暴击等级+63；急速等级+71,法术强度×0.9412；暴击等级×1.0000；急速等级×0.9103,5,483,436,0.9679,1,黄色,,0,,,,824,,53488,分形腰带,271,4,3,6,无,,34549,戈隆追猎者腰带,48353,4,154,70,
101250,青霜擎天护腿,护甲,法系输出,4,3,7,腿部,260,耐力+118；智力+118,法术强度+157；急速等级+93；暴击等级+92,法术强度+147；急速等级+98；暴击等级+100,法术强度×0.9363；急速等级×1.0538；暴击等级×1.0870,5,600,578,1.0052,0,,,0,,,,1278,,51860,血肉涟漪褶裙,264,4,3,7,无,,34168,逐星者护腿,47990,4,159,70,
101251,战争领主镇岳腿铠,护甲,法系输出,4,3,7,腿部,260,耐力+118；智力+118,法术强度+163；暴击等级+88；命中等级+104,法术强度+148；暴击等级+93；命中等级+106,法术强度×0.9080；暴击等级×1.0568；命中等级×1.0192,5,580,591,0.9865,1,蓝色,,0,,,,1274,,48329,萨尔的凯旋褶裙,258,4,3,7,无,,34186,雷暴锁链护腿,47993,4,159,70,
101252,腿铠·灵光,护甲,法系输出,4,3,7,腿部,260,耐力+118；智力+118,法术强度+163；暴击等级+88；命中等级+104,法术强度+162；暴击等级+80；命中等级+107,法术强度×0.9939；暴击等级×0.9091；命中等级×1.0288,5,580,591,0.9898,1,红色,,0,,,,1274,,48322,努波顿的凯旋褶裙,258,4,3,7,无,,34383,灵魂重铸褶裙,48050,4,159,70,
101253,破晓腿铠,护甲,法系输出,4,3,7,腿部,260,耐力+118；智力+118,法术强度+165；暴击等级+104；命中等级+88,法术强度+153；暴击等级+108；命中等级+94,法术强度×0.9273；暴击等级×1.0385；命中等级×1.0682,5,617,593,0.9966,1,黄色,,0,,,,1278,,51203,神圣霜巫褶裙,264,4,3,7,无,,34993,野蛮角斗士的链甲护腿,48608,4,159,70,
101254,山岳踏靴,护甲,法系输出,4,3,8,脚部,260,耐力+88；智力+88,法术强度+116；暴击等级+77；急速等级+61,法术强度+114；暴击等级+73；急速等级+55,法术强度×0.9828；暴击等级×0.9481；急速等级×0.9016,5,422,430,0.9721,1,黄色,,0,,,,1001,,53119,分生长靴,258,4,3,8,无,,35136,护卫者的链甲战靴,48672,4,159,70,
101255,银河之战靴,护甲,法系输出,4,3,8,脚部,260,耐力+88；智力+88,法术强度+116；急速等级+77；暴击等级+61,法术强度+121；急速等级+80；暴击等级+55,法术强度×1.0431；急速等级×1.0390；暴击等级×0.9016,5,422,430,1.0047,1,蓝色,,0,,,,1001,,47456,震地马靴,258,4,3,8,无,,35142,护卫者的鳞甲战靴,48675,4,159,70,
101256,虚空踏靴,护甲,法系输出,4,3,8,脚部,260,耐力+88；智力+88,法术强度+116；急速等级+77；暴击等级+61,法术强度+109；急速等级+84；暴击等级+57,法术强度×0.9397；急速等级×1.0909；暴击等级×0.9344,5,422,430,0.9907,0,,,0,,,,1001,,47099,震地长靴,258,4,3,8,无,,34565,破天长靴,48370,4,154,70,
101257,山岳·足甲,护甲,法系输出,4,3,8,脚部,260,耐力+89；智力+88,法术强度+118；暴击等级+62；急速等级+77,法术强度+119；暴击等级+61；急速等级+71,法术强度×1.0085；暴击等级×0.9839；急速等级×0.9221,5,450,434,0.9862,2,黄色,蓝色,0,,,,1004,,49896,地魂之靴,264,4,3,8,无,,34570,戈隆追猎者长靴,48364,4,154,70,
101258,驭雷腕铠,护甲,法系输出,4,3,9,腕部,260,耐力+66；智力+66,法术强度+94；暴击等级+50；急速等级+58,法术强度+98；暴击等级+46；急速等级+63,法术强度×1.0426；暴击等级×0.9200；急速等级×1.0862,5,347,334,1.0150,0,,,0,,,,639,,50030,血裂护腕,264,4,3,9,无,,34437,破天腕环,48325,4,154,70,
101259,战争领主破界腕铠,护甲,法系输出,4,3,9,腕部,260,耐力+72；智力+67,暴击等级+52；命中等级+63；法术强度+100,暴击等级+55；命中等级+65；法术强度+93,暴击等级×1.0577；命中等级×1.0317；法术强度×0.9300,5,240,354,0.9944,1,蓝色,,0,,,,640,,49787,风雷七晨,219,4,3,9,无,,34439,破天腕甲,48326,4,154,70,
101260,凋零·腕铠,护甲,法系输出,4,3,9,腕部,260,耐力+66；智力+66,法术强度+94；暴击等级+50；急速等级+58,法术强度+103；暴击等级+49；急速等级+63,法术强度×1.0957；暴击等级×0.9800；急速等级×1.0862,5,347,334,1.0389,0,,,0,,,,639,,50030,血裂护腕,264,4,3,9,无,,34443,戈隆追猎者护腕,48315,4,154,70,
101261,符文臂甲,护甲,法系输出,4,3,9,腕部,260,耐力+72；智力+67,暴击等级+52；命中等级+63；法术强度+100,暴击等级+56；命中等级+67；法术强度+105,暴击等级×1.0769；命中等级×1.0635；法术强度×1.0500,5,240,354,1.0367,1,黄色,,0,,,,640,,49787,风雷七晨,219,4,3,9,无,,35166,护卫者的链甲护腕,48670,4,154,70,
101262,织法者之拳甲,护甲,法系输出,4,3,10,手部,260,耐力+89；智力+88,急速等级+56；暴击等级+81；法术强度+118,急速等级+56；暴击等级+82；法术强度+128,急速等级×1.0000；暴击等级×1.0123；法术强度×1.0847,5,448,432,1.0255,1,黄色,,0,,,,912,,51827,风暴使者手套,264,4,3,10,无,,34343,萨拉斯游侠护手,48034,4,164,70,
101263,裁决者镇岳拳甲,护甲,法系输出,4,3,10,手部,260,耐力+89；智力+88,法术强度+128；暴击等级+77；命中等级+69,法术强度+120；暴击等级+83；命中等级+74,法术强度×0.9375；暴击等级×1.0779；命中等级×1.0725,5,468,451,1.0067,2,蓝色,红色,0,,,,912,,51201,神圣霜巫手套,264,4,3,10,无,,34374,凤凰飞羽手套,48914,4,159,70,
101264,虚空轰雷拳甲,护甲,法系输出,4,3,10,手部,260,耐力+88；智力+88,法术强度+126；急速等级+69；命中等级+78,法术强度+117；急速等级+70；命中等级+73,法术强度×0.9286；急速等级×1.0145；命中等级×0.9359,5,440,449,0.9710,1,红色,,0,,,,910,,48327,萨尔的凯旋手套,258,4,3,10,无,,34376,炙日鳞片手套,48919,4,159,70,
101265,青铜龙手套,护甲,法系输出,4,3,10,手部,260,耐力+88；智力+88,法术强度+126；急速等级+69；命中等级+78,法术强度+124；急速等级+64；命中等级+71,法术强度×0.9841；急速等级×0.9275；命中等级×0.9103,5,440,449,0.9688,0,,,0,,,,910,,48324,努波顿的凯旋手套,258,4,3,10,无,,34409,上古霜狼护手,48060,4,159,70,
101266,夜幕战盔,护甲,法系输出,4,4,1,头部,260,耐力+118；智力+118,法术强度+154；暴击等级+88；急速等级+96,法术强度+161；暴击等级+95；急速等级+94,法术强度×1.0455；暴击等级×1.0795；急速等级×0.9792,5,563,574,1.0209,2,混沌,红色,0,,,,2114,,48587,莉亚德琳的凯旋头饰,258,4,4,1,无,,42549,装甲泰坦神铁护目镜,43886,4,200,72,
101267,先知之头冠,护甲,法系输出,4,4,1,头部,260,耐力+118；智力+118,法术强度+154；暴击等级+88；急速等级+96,法术强度+159；暴击等级+95；急速等级+89,法术强度×1.0325；暴击等级×1.0795；急速等级×0.9271,5,563,574,1.0087,2,混沌,黄色,0,,,,2114,,48582,图拉扬的凯旋头饰,258,4,4,1,无,,44949,牢固治疗增幅器,45782,4,200,72,
101268,虚空风暴面罩,护甲,法系输出,4,4,1,头部,260,耐力+118；智力+118,法术强度+157；暴击等级+96；急速等级+89,法术强度+142；暴击等级+99；急速等级+95,法术强度×0.9045；暴击等级×1.0312；急速等级×1.0674,5,600,578,0.9896,2,混沌,红色,0,,,,2120,,51167,神圣光誓头冠,264,4,4,1,无,,34243,燃烧的正义,48022,4,164,70,
101269,石爪山凛冽战盔,护甲,法系输出,4,4,1,头部,260,耐力+119；智力+119,法术强度+151；暴击等级+96；急速等级+86,法术强度+139；暴击等级+91；急速等级+90,法术强度×0.9205；暴击等级×0.9479；急速等级×1.0465,5,526,571,0.9772,3,混沌,蓝色,0,,,,2106,,50867,光誓头冠,251,4,4,1,无,,34345,安纳斯特里亚的王冠,48033,4,164,70,黄色
101270,幽影·肩甲,护甲,法系输出,4,4,3,肩部,260,耐力+88；智力+88,法术强度+126；暴击等级+77；急速等级+69,法术强度+116；暴击等级+76；急速等级+75,法术强度×0.9206；暴击等级×0.9870；急速等级×1.0870,5,440,448,0.9888,2,黄色,蓝色,0,,,,1952,,48585,莉亚德琳的凯旋护肩,258,4,4,3,无,,34192,坚定肩铠,50016,4,159,70,
101271,天穹肩卫,护甲,法系输出,4,4,3,肩部,260,耐力+88；智力+88,法术强度+126；暴击等级+77；急速等级+69,法术强度+125；暴击等级+70；急速等级+63,法术强度×0.9921；暴击等级×0.9091；急速等级×0.9130,5,440,448,0.9688,2,蓝色,红色,0,,,,1952,,48580,图拉扬的凯旋护肩,258,4,4,3,无,,34193,萨拉斯救世主护肩,50017,4,159,70,
101272,灰熊丘陵命轮肩甲,护甲,法系输出,4,4,3,肩部,260,耐力+89；智力+88,法术强度+128；暴击等级+77；急速等级+70,法术强度+138；暴击等级+77；急速等级+67,法术强度×1.0781；暴击等级×1.0000；急速等级×0.9571,5,468,452,1.0155,0,,,0,,,,1957,,51166,神圣光誓肩铠,264,4,4,3,无,,34388,狂暴肩铠,50015,4,159,70,
101273,照夜肩胄,护甲,法系输出,4,4,3,肩部,260,耐力+88；智力+89,法术强度+125；暴击等级+77；急速等级+68,法术强度+124；暴击等级+77；急速等级+74,法术强度×0.9920；暴击等级×1.0000；急速等级×1.0882,5,412,447,1.0112,2,黄色,蓝色,0,,,,1944,,50865,光誓肩铠,251,4,4,3,无,,35031,野蛮角斗士的板层甲护肩,50003,4,159,70,
101274,回响战衣,护甲,法系输出,4,4,5,胸部,260,耐力+118；智力+118,法术强度+154；急速等级+96；暴击等级+88,法术强度+169；急速等级+105；暴击等级+92,法术强度×1.0974；急速等级×1.0938；暴击等级×1.0455,5,563,574,1.0488,0,,,0,,,,2603,,47471,冰湖胸甲,258,4,4,5,无,,34215,鲁莽怒火战甲,48015,4,159,70,
101275,诅咒之地晨星战衣,护甲,法系输出,4,4,5,胸部,260,耐力+118；智力+118,法术强度+154；急速等级+96；暴击等级+88,法术强度+144；急速等级+100；暴击等级+93,法术强度×0.9351；急速等级×1.0417；暴击等级×1.0568,5,563,574,0.9983,2,蓝色,红色,0,,,,2603,,47147,冰湖护胸,258,4,4,5,无,,34216,英勇仲裁者胸甲,48016,4,159,70,
101276,秘法·护胸,护甲,法系输出,4,4,5,胸部,260,耐力+118；智力+118,法术强度+165；暴击等级+104；急速等级+89,法术强度+172；暴击等级+106；急速等级+95,法术强度×1.0424；暴击等级×1.0192；急速等级×1.0674,5,617,594,1.0253,1,红色,,0,,,,2611,,51165,神圣光誓罩袍,264,4,4,5,无,,34377,硬化氪金战甲,48927,4,159,70,
101277,先知焚天护胸,护甲,法系输出,4,4,5,胸部,260,耐力+118；智力+118,法术强度+156；暴击等级+88；急速等级+97,法术强度+146；暴击等级+94；急速等级+95,法术强度×0.9359；暴击等级×1.0682；急速等级×0.9794,5,599,577,0.9896,1,黄色,,0,,,,2611,,50027,抗腐胸甲,264,4,4,5,无,,34379,圣日胸甲,48928,4,159,70,
101278,安其拉战带,护甲,法系输出,4,4,6,腰部,260,耐力+88；智力+88,法术强度+116；急速等级+61；暴击等级+77,法术强度+124；急速等级+64；暴击等级+81,法术强度×1.0690；急速等级×1.0492；暴击等级×1.0519,5,422,430,1.0349,1,黄色,,0,,,,1463,,53121,代行者腰带,258,4,4,6,无,,35155,护卫者的板层甲腰带,48660,4,159,70,
101279,临世腰甲,护甲,法系输出,4,4,6,腰部,260,耐力+89；智力+88,法术强度+118；暴击等级+77；急速等级+62,法术强度+116；暴击等级+71；急速等级+59,法术强度×0.9831；暴击等级×0.9221；急速等级×0.9516,5,450,434,0.9747,2,蓝色,红色,0,,,,1468,,50989,巫妖杀手的索带,264,4,4,6,无,,35161,护卫者的板甲腰带,48661,4,159,70,
101280,逐日者战带,护甲,法系输出,4,4,6,腰部,260,耐力+89；智力+88,法术强度+118；暴击等级+77；急速等级+62,法术强度+107；暴击等级+71；急速等级+59,法术强度×0.9068；暴击等级×0.9221；急速等级×0.9516,5,450,434,0.9539,1,红色,,0,,,,1468,,50451,孤王腰带,264,4,4,6,无,,34485,光明使者护腰,48355,4,154,70,
101281,雷霆之战带,护甲,法系输出,4,4,6,腰部,260,耐力+88；智力+88,法术强度+119；急速等级+64；暴击等级+77,法术强度+121；急速等级+68；暴击等级+73,法术强度×1.0168；急速等级×1.0625；暴击等级×0.9481,5,483,436,1.0046,0,,,0,,,,1472,,54565,代行者腰带,271,4,4,6,无,,34546,冲锋腰带,48360,4,154,70,
101282,冬泉谷腿铠,护甲,法系输出,4,4,7,腿部,260,耐力+118；智力+118,法术强度+154；暴击等级+90；急速等级+94,法术强度+167；暴击等级+92；急速等级+101,法术强度×1.0844；暴击等级×1.0222；急速等级×1.0745,5,563,574,1.0383,0,,,0,,,,2277,,47440,陨落圣光护腿,258,4,4,7,无,,34167,神圣信仰腿铠,47988,4,159,70,
101283,冰封裂云腿胄,护甲,法系输出,4,4,7,腿部,260,耐力+118；智力+118,法术强度+154；暴击等级+90；急速等级+94,法术强度+139；暴击等级+90；急速等级+90,法术强度×0.9026；暴击等级×1.0000；急速等级×0.9574,5,563,574,0.9669,1,蓝色,,0,,,,2277,,47067,陨落圣光腿铠,258,4,4,7,无,,34180,魔怒腿铠,47991,4,159,70,
101284,晶歌森林暮星腿甲,护甲,法系输出,4,4,7,腿部,260,耐力+118；智力+118,法术强度+157；暴击等级+89；急速等级+96,法术强度+161；暴击等级+95；急速等级+99,法术强度×1.0255；暴击等级×1.0674；急速等级×1.0312,5,600,578,1.0225,0,,,0,,,,2283,,51928,蚀银腿甲,264,4,4,7,无,,34381,魔能力量腿铠,48043,4,159,70,
101285,幻影之腿铠,护甲,法系输出,4,4,7,腿部,260,耐力+118；智力+118,法术强度+157；暴击等级+96；急速等级+89,法术强度+156；暴击等级+100；急速等级+87,法术强度×0.9936；暴击等级×1.0417；急速等级×0.9775,5,600,578,1.0017,0,,,0,,,,2283,,49902,纯钢腿甲,264,4,4,7,无,,34382,仲裁者护腿,48045,4,159,70,
101286,焚天踏靴,护甲,法系输出,4,4,8,脚部,260,耐力+88；智力+88,法术强度+116；暴击等级+61；急速等级+77,法术强度+118；暴击等级+63；急速等级+78,法术强度×1.0172；暴击等级×1.0328；急速等级×1.0130,5,422,430,1.0116,0,,,0,,,,1789,,47424,英勇战靴,258,4,4,8,无,,35140,护卫者的板层甲护胫,48663,4,159,70,
101287,血精灵魔导师惊涛踏靴,护甲,法系输出,4,4,8,脚部,260,耐力+88；智力+88,法术强度+116；暴击等级+61；急速等级+77,法术强度+122；暴击等级+67；急速等级+78,法术强度×1.0517；暴击等级×1.0984；急速等级×1.0130,5,422,430,1.0302,2,蓝色,红色,0,,,,1789,,46986,英勇长靴,258,4,4,8,无,,35146,护卫者的板甲护胫,48669,4,159,70,
101288,红龙战靴,护甲,法系输出,4,4,8,脚部,260,耐力+89；智力+88,法术强度+118；暴击等级+77；急速等级+62,法术强度+129；暴击等级+84；急速等级+66,法术强度×1.0932；暴击等级×1.0909；急速等级×1.0645,5,450,434,1.0507,0,,,0,,,,1794,,49905,生命的守护,264,4,4,8,无,,34559,光明使者轻靴,48366,4,154,70,
101289,战靴·魔铁,护甲,法系输出,4,4,8,脚部,260,耐力+88；智力+88,法术强度+119；暴击等级+63；急速等级+78,法术强度+110；暴击等级+58；急速等级+71,法术强度×0.9244；暴击等级×0.9206；急速等级×0.9103,5,483,436,0.9518,0,,,0,,,,1800,,53487,兆示之足音,271,4,4,8,无,,34568,冲锋战靴,48372,4,154,70,
101290,红龙之腕甲,护甲,法系输出,4,4,9,腕部,260,耐力+66；智力+66,法术强度+94；暴击等级+50；急速等级+58,法术强度+85；暴击等级+47；急速等级+55,法术强度×0.9043；暴击等级×0.9400；急速等级×0.9483,5,347,334,0.9551,0,,,0,,,,1142,,50175,镇墓人护腕,264,4,4,9,无,,34431,光明使者腕环,48313,4,154,70,
